Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,Yes,Travel_Frequently,672,Hardware,1,5,1,Male,4,1,Research Director,1,Married,3,No,25,1,4,4,34,1,2,11,11,2,3
43,No,Non-Travel,465,Hardware,8,3,2,Female,1,5,Human Resources,1,Single,3,No,35,2,1,1,17,5,4,7,5,1,4
34,No,Non-Travel,737,Human Resources,19,3,3,Female,4,3,Research Director,1,Divorced,5,No,37,1,4,1,19,6,4,12,8,5,7
24,Yes,Non-Travel,1009,Support,4,4,3,Female,1,1,Manager,4,Married,0,Yes,18,1,2,1,2,4,1,2,2,2,2
32,Yes,Travel_Frequently,907,Software,15,3,2,Male,3,3,Manager,3,Single,7,Yes,39,2,4,2,11,4,2,5,5,3,1
24,Yes,Non-Travel,1290,Software,48,2,1,Male,4,1,Laboratory Technician,2,Divorced,3,Yes,0,4,2,2,17,3,4,6,6,6,6
22,No,Travel_Rarely,1183,Software,47,3,1,Male,4,5,Developer,2,Married,6,Yes,9,2,3,3,31,5,1,7,6,7,4
53,Yes,Travel_Frequently,200,Research & Development,13,4,1,Female,4,3,Developer,4,Divorced,6,Yes,12,4,2,2,32,4,2,32,21,14,17
33,No,Non-Travel,887,Human Resources,37,1,1,Female,1,5,Sales Representative,4,Single,5,Yes,43,1,1,2,25,6,4,11,4,11,3
52,No,Travel_Frequently,395,Sales,40,3,1,Male,1,4,Laboratory Technician,3,Married,7,No,8,3,4,1,15,5,3,13,8,7,9
41,No,Travel_Rarely,325,Support,4,4,3,Female,1,2,Sales Executive,3,Divorced,7,No,46,1,4,2,4,5,4,3,2,3,3
43,No,Non-Travel,657,Software,29,5,1,Male,4,3,Manufacturing Director,2,Married,5,Yes,30,4,2,3,14,2,1,4,3,3,1
59,Yes,Non-Travel,101,Sales,45,2,4,Female,1,2,Human Resources,2,Divorced,1,No,43,1,1,1,3,1,1,2,1,2,1
43,No,Travel_Frequently,1399,Hardware,14,4,2,Male,4,4,Sales Executive,2,Divorced,1,Yes,15,1,1,4,14,6,1,4,4,3,3
29,No,Non-Travel,475,Software,28,1,1,Male,4,5,Sales Representative,2,Married,7,Yes,46,1,1,2,25,3,3,7,3,1,7
49,Yes,Travel_Rarely,1058,Human Resources,47,2,4,Female,3,3,Research Director,2,Divorced,6,Yes,7,4,2,4,14,2,3,5,4,2,3
51,Yes,Travel_Rarely,728,Sales,35,2,2,Male,2,3,Healthcare Representative,1,Divorced,0,No,32,3,1,1,40,3,2,12,3,7,2
38,No,Travel_Rarely,658,Human Resources,18,2,1,Male,2,5,Manager,1,Divorced,6,No,43,4,1,1,27,6,4,23,20,17,15
45,Yes,Travel_Frequently,239,Hardware,14,1,1,Male,4,5,Manufacturing Director,2,Divorced,3,No,3,4,2,1,32,2,3,25,3,25,5
40,No,Travel_Rarely,557,Support,12,2,2,Male,3,3,Laboratory Technician,3,Married,1,Yes,43,2,1,3,38,6,4,3,1,1,2
55,Yes,Travel_Frequently,531,Human Resources,31,3,2,Female,2,3,Sales Executive,4,Single,6,Yes,4,2,1,3,7,2,2,2,2,2,2
43,No,Travel_Rarely,382,Human Resources,32,1,4,Female,3,1,Laboratory Technician,2,Married,7,No,28,2,1,3,21,4,1,2,1,2,2
38,No,Non-Travel,884,Software,13,1,1,Male,4,5,Healthcare Representative,4,Married,6,No,35,1,2,1,29,1,2,20,16,5,3
22,No,Non-Travel,867,Software,44,3,4,Male,4,3,Human Resources,4,Single,2,Yes,30,4,1,1,5,1,2,1,1,1,1
41,No,Travel_Frequently,1494,Sales,14,3,3,Male,3,4,Manufacturing Director,2,Single,3,No,30,1,4,3,31,1,4,7,7,3,5
45,Yes,Non-Travel,1081,Hardware,37,3,2,Female,4,2,Sales Representative,4,Single,7,Yes,29,2,2,2,33,1,3,22,18,20,7
53,No,Travel_Frequently,449,Support,39,1,4,Male,2,1,Laboratory Technician,2,Married,6,Yes,3,2,2,4,10,1,2,8,2,2,3
38,Yes,Travel_Frequently,281,Sales,15,3,2,Male,1,3,Human Resources,2,Married,0,No,40,2,2,3,8,2,1,6,4,3,1
27,Yes,Travel_Rarely,617,Hardware,13,1,1,Male,2,2,Research Director,3,Single,7,Yes,44,3,1,3,4,4,2,2,2,2,1
41,Yes,Non-Travel,1366,Support,7,3,4,Female,4,2,Sales Executive,4,Married,6,Yes,1,1,3,4,21,1,2,21,15,19,17
24,No,Travel_Frequently,816,Software,40,4,2,Female,4,3,Laboratory Technician,1,Single,1,No,14,4,2,3,31,1,1,22,18,7,2
51,Yes,Travel_Rarely,656,Human Resources,37,4,2,Male,3,3,Research Director,3,Divorced,7,No,32,1,4,3,23,1,3,3,2,1,2
50,No,Travel_Rarely,654,Human Resources,9,3,1,Male,1,3,Developer,4,Married,5,No,40,1,3,1,5,2,1,5,1,4,4
34,No,Travel_Frequently,905,Support,3,1,2,Male,2,1,Research Director,1,Single,0,Yes,23,3,3,3,35,5,4,23,4,14,16
44,Yes,Travel_Frequently,1121,Support,33,5,4,Female,1,1,Sales Executive,1,Divorced,4,No,21,2,1,2,39,1,3,2,1,1,2
55,No,Travel_Rarely,737,Support,29,5,1,Female,3,3,Research Scientist,4,Divorced,7,Yes,10,3,4,2,35,3,2,11,4,2,7
56,Yes,Travel_Rarely,203,Hardware,43,4,2,Male,2,1,Manufacturing Director,4,Married,2,Yes,36,4,4,1,25,3,3,22,21,4,7
43,No,Travel_Rarely,929,Software,39,4,3,Male,3,3,Developer,3,Divorced,6,Yes,0,4,4,3,9,3,3,4,3,2,3
50,No,Travel_Frequently,1323,Sales,48,1,3,Male,1,5,Research Scientist,1,Single,5,No,39,1,3,4,39,3,2,12,2,7,5
25,Yes,Travel_Frequently,1037,Hardware,22,1,2,Male,1,5,Healthcare Representative,1,Divorced,1,No,7,2,4,1,7,3,3,1,1,1,1
60,Yes,Travel_Frequently,951,Software,2,2,3,Male,2,2,Manager,1,Single,8,No,47,2,4,2,11,3,1,6,3,5,1
31,No,Travel_Rarely,878,Support,5,2,4,Female,2,1,Sales Representative,4,Divorced,7,No,18,4,3,1,34,2,2,16,5,1,6
31,Yes,Non-Travel,517,Support,37,3,3,Male,3,3,Laboratory Technician,2,Divorced,5,No,34,4,1,3,31,2,1,22,6,8,10
42,Yes,Non-Travel,665,Research & Development,50,1,3,Female,4,3,Laboratory Technician,1,Divorced,3,No,22,2,3,1,25,5,4,5,1,5,3
59,Yes,Travel_Frequently,1256,Human Resources,2,5,1,Male,4,1,Manufacturing Director,4,Single,4,No,23,4,1,3,9,6,3,1,1,1,1
24,No,Non-Travel,1012,Hardware,3,3,1,Female,3,5,Sales Representative,2,Married,3,Yes,16,3,1,1,9,2,1,5,2,1,2
32,Yes,Travel_Rarely,1203,Support,49,1,1,Male,1,5,Healthcare Representative,3,Single,3,No,5,4,2,4,27,3,3,14,2,3,10
56,No,Travel_Rarely,105,Sales,36,3,1,Male,2,5,Manufacturing Director,2,Divorced,5,Yes,22,2,4,4,5,1,2,1,1,1,1
47,Yes,Travel_Frequently,1297,Software,44,1,1,Male,1,3,Manufacturing Director,3,Single,2,No,47,1,4,1,34,5,2,27,14,13,10
19,Yes,Travel_Rarely,1158,Sales,45,4,1,Male,2,3,Healthcare Representative,1,Single,8,No,20,4,3,3,13,3,3,10,8,9,1
42,Yes,Travel_Frequently,1297,Support,7,5,1,Male,2,1,Laboratory Technician,3,Married,2,No,0,4,2,2,14,6,4,5,2,3,5
30,Yes,Non-Travel,142,Software,3,1,1,Female,1,1,Sales Representative,4,Married,4,No,6,4,3,1,20,4,4,4,1,4,4
28,No,Travel_Frequently,160,Hardware,28,4,1,Male,4,1,Developer,2,Married,4,No,47,4,3,2,24,4,2,13,5,12,2
34,No,Travel_Rarely,1216,Hardware,19,2,2,Male,4,3,Human Resources,3,Single,8,Yes,39,4,4,4,16,3,4,8,3,7,7
18,Yes,Travel_Frequently,501,Research & Development,9,2,1,Female,1,2,Sales Executive,2,Married,7,No,25,4,2,2,30,6,1,28,12,2,12
24,No,Travel_Rarely,1142,Sales,35,3,4,Female,2,4,Research Director,1,Divorced,2,No,35,4,2,2,29,3,1,25,17,13,24
53,No,Non-Travel,279,Sales,31,4,3,Female,1,1,Human Resources,4,Single,2,Yes,21,3,2,2,16,1,1,16,15,14,1
45,No,Travel_Rarely,611,Research & Development,9,3,3,Male,2,5,Research Director,2,Married,5,No,24,4,4,4,34,1,3,18,2,10,1
55,Yes,Non-Travel,1418,Human Resources,35,2,3,Female,2,1,Sales Representative,3,Married,3,No,30,2,4,4,27,6,3,6,4,1,2
22,No,Non-Travel,1278,Research & Development,15,4,3,Male,2,1,Laboratory Technician,3,Single,8,Yes,20,3,2,3,18,6,1,1,1,1,1
46,Yes,Non-Travel,1027,Software,43,3,3,Female,4,4,Laboratory Technician,1,Divorced,8,Yes,23,2,1,3,3,4,2,3,3,2,1
50,No,Travel_Rarely,899,Hardware,32,4,3,Female,3,1,Sales Representative,2,Divorced,0,Yes,37,3,2,1,17,3,4,6,3,5,3
40,No,Non-Travel,1213,Software,18,3,2,Male,1,5,Manager,4,Married,3,No,1,2,3,3,7,4,3,3,1,3,3
32,Yes,Non-Travel,711,Human Resources,13,3,4,Female,4,2,Research Scientist,4,Divorced,2,Yes,25,4,4,3,36,2,3,13,9,10,7
29,Yes,Non-Travel,1055,Hardware,26,5,3,Male,3,3,Healthcare Representative,2,Divorced,4,Yes,11,1,4,3,40,1,4,25,15,16,22
30,Yes,Non-Travel,316,Hardware,42,2,2,Female,3,5,Human Resources,1,Single,3,No,38,2,2,2,22,3,1,17,14,11,15
18,Yes,Travel_Rarely,434,Sales,28,4,1,Female,4,5,Research Director,3,Divorced,8,No,14,2,4,2,23,1,4,4,2,4,4
20,No,Non-Travel,517,Support,44,5,1,Female,3,2,Laboratory Technician,2,Married,8,No,31,2,2,1,32,1,4,10,8,8,4
58,Yes,Travel_Rarely,986,Human Resources,24,5,4,Female,4,3,Manufacturing Director,1,Single,6,No,12,4,3,4,9,6,3,2,1,2,1
37,No,Non-Travel,1283,Hardware,34,5,2,Male,4,1,Healthcare Representative,4,Married,4,Yes,28,2,3,4,7,2,1,1,1,1,1
44,No,Travel_Frequently,976,Software,17,1,1,Female,4,2,Healthcare Representative,3,Divorced,1,No,4,4,1,3,20,3,4,2,1,2,1
36,No,Travel_Rarely,563,Sales,34,2,2,Female,2,1,Research Scientist,2,Single,7,Yes,16,2,2,2,31,6,3,15,6,10,13
35,Yes,Travel_Frequently,853,Human Resources,41,2,2,Male,2,3,Developer,2,Married,2,No,44,1,4,3,25,6,2,25,4,8,25
44,No,Non-Travel,1458,Support,26,1,1,Male,1,1,Research Scientist,4,Married,3,No,9,3,3,1,20,4,1,18,4,12,9
46,Yes,Travel_Rarely,194,Human Resources,30,5,4,Male,4,3,Manufacturing Director,3,Single,2,Yes,46,3,1,2,9,3,1,7,4,6,4
40,Yes,Travel_Rarely,538,Human Resources,2,4,4,Female,2,5,Laboratory Technician,1,Married,5,Yes,40,3,4,4,31,5,2,10,9,4,9
58,Yes,Travel_Rarely,690,Software,31,2,2,Male,1,2,Research Scientist,2,Married,8,No,0,2,1,2,15,1,3,8,8,3,1
59,Yes,Travel_Frequently,542,Support,40,4,4,Male,1,5,Manager,3,Married,0,Yes,5,1,3,3,14,1,4,9,1,7,1
47,No,Travel_Frequently,776,Software,24,2,2,Male,1,3,Developer,1,Single,6,Yes,46,4,4,3,14,5,3,9,9,9,6
43,Yes,Non-Travel,1332,Research & Development,1,3,3,Male,1,2,Manufacturing Director,2,Single,1,No,1,1,3,4,1,4,3,1,1,1,1
40,No,Travel_Frequently,1475,Hardware,3,5,4,Female,1,2,Sales Executive,1,Single,8,Yes,5,3,1,4,30,6,3,18,12,9,2
32,No,Travel_Rarely,431,Software,3,3,4,Male,2,1,Sales Representative,2,Married,7,No,46,1,3,2,14,1,2,3,3,2,1
50,No,Travel_Frequently,1349,Human Resources,1,5,1,Female,3,5,Sales Representative,3,Single,4,No,48,1,1,1,24,5,1,24,15,2,8
51,No,Travel_Frequently,1156,Software,27,1,4,Female,3,3,Developer,4,Divorced,7,No,0,3,2,4,39,5,3,3,1,2,3
31,Yes,Travel_Rarely,815,Support,31,4,1,Female,2,4,Healthcare Representative,3,Divorced,4,Yes,19,4,4,3,40,2,4,18,11,4,5
40,No,Travel_Frequently,116,Sales,10,3,1,Female,2,3,Sales Representative,3,Married,6,No,12,3,1,2,35,5,2,30,18,12,7
23,No,Travel_Rarely,1449,Research & Development,6,3,3,Female,1,4,Developer,2,Married,7,Yes,4,2,3,4,38,3,4,3,1,1,2
45,Yes,Travel_Frequently,433,Hardware,34,1,3,Female,3,4,Manufacturing Director,1,Divorced,4,Yes,17,3,2,2,23,2,3,3,3,2,3
34,Yes,Non-Travel,194,Sales,36,5,4,Female,3,1,Research Director,4,Divorced,4,Yes,17,4,2,1,29,3,2,20,16,8,1
43,Yes,Non-Travel,742,Software,48,4,4,Female,1,3,Human Resources,3,Single,5,Yes,46,4,3,2,29,5,2,11,2,6,5
22,Yes,Travel_Frequently,1239,Hardware,36,3,1,Female,3,4,Manufacturing Director,1,Divorced,4,No,49,2,2,4,40,2,3,26,17,19,22
39,No,Travel_Rarely,1418,Human Resources,15,5,4,Female,3,2,Manager,1,Divorced,3,No,1,2,3,2,36,2,2,24,22,4,4
51,No,Travel_Rarely,1358,Research & Development,23,5,4,Female,3,3,Research Scientist,4,Single,6,No,23,4,3,4,10,2,4,6,1,3,5
45,No,Non-Travel,1203,Support,31,5,1,Female,1,4,Sales Representative,1,Married,6,No,20,2,1,2,19,5,2,8,5,7,2
18,No,Travel_Rarely,171,Sales,8,5,1,Male,4,5,Laboratory Technician,1,Married,0,No,48,3,2,2,22,3,1,13,10,3,7
38,Yes,Travel_Frequently,1173,Support,45,1,2,Male,4,3,Sales Executive,1,Single,8,No,22,4,1,2,36,5,1,28,25,9,19
47,No,Travel_Frequently,255,Hardware,33,5,3,Male,1,3,Sales Executive,1,Divorced,5,Yes,12,3,4,2,17,3,1,13,8,4,5
44,No,Travel_Rarely,1104,Human Resources,49,5,3,Male,3,5,Sales Representative,3,Single,6,No,22,1,4,4,31,4,4,3,2,3,2
52,Yes,Non-Travel,206,Human Resources,45,3,1,Female,4,4,Developer,3,Divorced,8,Yes,2,4,1,3,22,2,4,20,11,9,16
28,Yes,Travel_Rarely,304,Sales,37,3,1,Female,3,2,Sales Representative,3,Divorced,4,No,37,3,2,2,18,5,3,12,11,12,2
56,Yes,Travel_Rarely,934,Human Resources,12,1,1,Female,3,3,Manager,3,Single,5,No,17,3,4,2,22,3,2,20,19,5,2
42,No,Travel_Frequently,1258,Human Resources,33,2,4,Male,1,4,Sales Representative,2,Single,2,Yes,0,2,4,4,5,2,1,1,1,1,1
36,No,Travel_Frequently,973,Support,22,1,3,Female,4,2,Laboratory Technician,1,Divorced,1,No,14,1,1,3,2,3,1,2,2,1,2
47,No,Travel_Frequently,835,Research & Development,11,1,1,Female,1,1,Research Scientist,3,Divorced,6,No,17,1,4,3,26,5,3,14,8,7,7
44,No,Travel_Rarely,375,Human Resources,32,3,2,Female,4,4,Manufacturing Director,3,Divorced,2,No,7,1,1,4,26,5,1,26,1,5,25
21,Yes,Travel_Rarely,340,Software,27,1,1,Male,1,4,Laboratory Technician,2,Married,7,Yes,23,2,2,3,27,3,1,13,6,12,6
53,Yes,Travel_Frequently,890,Software,26,4,4,Female,3,1,Sales Executive,1,Married,7,Yes,18,4,3,2,29,6,1,24,18,14,15
60,No,Non-Travel,233,Sales,21,3,2,Female,4,5,Sales Executive,4,Divorced,4,No,36,2,4,3,16,4,2,11,8,5,3
33,No,Travel_Rarely,287,Sales,37,2,3,Female,4,4,Manufacturing Director,1,Single,5,No,24,1,4,1,39,1,4,16,8,14,5
55,No,Non-Travel,295,Sales,24,2,4,Female,3,3,Research Director,1,Divorced,7,Yes,49,3,2,1,22,6,4,8,6,4,2
18,No,Travel_Frequently,1428,Hardware,21,2,1,Female,3,5,Manufacturing Director,1,Single,2,Yes,28,3,1,2,15,2,2,1,1,1,1
60,No,Travel_Frequently,1192,Human Resources,2,3,2,Male,4,5,Human Resources,1,Single,2,Yes,24,3,3,1,6,5,2,4,1,1,2
29,No,Travel_Rarely,1044,Support,40,3,3,Male,1,3,Developer,4,Divorced,7,No,29,2,3,3,27,3,4,23,5,23,2
50,Yes,Non-Travel,885,Support,15,2,2,Male,3,5,Research Director,2,Single,6,Yes,11,1,1,1,5,6,1,3,1,3,1
37,No,Non-Travel,525,Research & Development,39,3,1,Male,4,1,Laboratory Technician,1,Divorced,2,Yes,35,2,2,1,33,5,3,25,14,18,4
42,Yes,Non-Travel,755,Sales,23,1,3,Female,1,4,Human Resources,1,Single,3,Yes,31,2,2,3,38,5,2,32,11,9,2
41,No,Non-Travel,177,Research & Development,43,3,1,Male,1,3,Human Resources,1,Married,0,No,17,3,2,1,34,5,3,23,16,17,8
53,No,Non-Travel,192,Human Resources,4,4,2,Male,1,3,Sales Representative,1,Single,7,No,13,1,4,1,31,2,1,28,13,23,1
42,Yes,Non-Travel,355,Support,24,1,1,Female,4,2,Healthcare Representative,3,Married,4,No,34,1,3,3,1,4,2,1,1,1,1
48,No,Travel_Rarely,799,Sales,4,5,2,Male,1,1,Human Resources,3,Single,6,Yes,7,1,2,4,32,2,4,10,9,7,9
27,Yes,Travel_Rarely,1020,Research & Development,9,2,2,Female,4,4,Manufacturing Director,3,Married,5,No,41,4,1,2,28,1,4,14,1,6,5
55,Yes,Non-Travel,1079,Sales,29,4,3,Female,4,1,Research Scientist,1,Single,8,No,37,1,2,1,31,2,3,15,3,7,13
50,Yes,Travel_Frequently,1442,Research & Development,36,1,1,Male,3,5,Research Scientist,3,Married,8,No,46,3,3,1,18,3,2,18,13,2,16
27,Yes,Travel_Frequently,656,Software,1,3,3,Male,1,5,Manager,1,Divorced,6,No,39,3,2,1,5,3,4,3,2,2,1
21,Yes,Travel_Frequently,690,Research & Development,6,3,2,Female,3,3,Healthcare Representative,2,Divorced,2,Yes,44,2,1,4,5,1,1,1,1,1,1
19,Yes,Non-Travel,1183,Research & Development,50,5,1,Male,4,1,Developer,2,Married,2,Yes,17,4,3,3,22,1,2,22,1,22,7
34,Yes,Travel_Frequently,1324,Support,28,4,2,Male,2,5,Manager,4,Married,6,Yes,17,4,3,1,26,3,3,21,19,3,10
32,No,Travel_Rarely,1297,Research & Development,43,5,2,Male,4,1,Manager,3,Single,3,No,3,4,4,2,26,1,4,24,18,20,18
60,No,Travel_Frequently,837,Support,9,2,1,Male,3,1,Laboratory Technician,2,Divorced,8,No,15,1,4,1,15,3,3,6,5,2,1
48,Yes,Travel_Rarely,1476,Hardware,47,1,3,Male,1,4,Manufacturing Director,1,Married,8,Yes,17,3,1,4,36,3,1,32,26,20,24
26,No,Travel_Frequently,570,Software,27,4,3,Male,2,2,Laboratory Technician,4,Single,2,No,22,3,2,4,3,1,2,1,1,1,1
21,No,Travel_Frequently,1455,Software,44,3,3,Male,4,4,Developer,1,Married,1,Yes,32,3,1,4,16,6,2,6,4,1,6
30,No,Travel_Rarely,530,Research & Development,12,4,1,Female,4,1,Sales Executive,3,Divorced,0,Yes,47,1,1,4,2,5,1,2,2,1,1
52,Yes,Travel_Rarely,1161,Software,34,5,1,Female,1,3,Healthcare Representative,1,Married,6,Yes,34,1,4,2,36,1,2,6,3,3,3
56,No,Non-Travel,747,Software,31,1,3,Male,4,1,Developer,1,Married,6,Yes,29,2,4,1,14,4,3,4,2,1,3
20,No,Travel_Rarely,1108,Hardware,14,3,1,Male,4,1,Human Resources,3,Divorced,5,Yes,41,3,1,2,39,4,1,30,22,26,8
42,No,Travel_Rarely,700,Software,7,5,2,Male,2,3,Healthcare Representative,2,Single,5,Yes,10,1,2,2,14,6,1,9,6,7,6
19,No,Travel_Rarely,1334,Human Resources,31,2,1,Male,4,5,Healthcare Representative,4,Married,0,No,2,2,1,2,28,1,1,12,4,4,9
19,Yes,Travel_Frequently,1335,Sales,15,5,4,Female,1,5,Manufacturing Director,1,Divorced,1,Yes,37,3,1,4,19,6,3,14,1,10,6
45,No,Travel_Rarely,1105,Hardware,44,2,4,Female,4,2,Manufacturing Director,2,Married,6,Yes,17,2,3,4,5,4,3,2,1,1,2
46,No,Non-Travel,526,Research & Development,25,4,2,Female,3,3,Sales Executive,4,Married,6,No,41,3,2,3,20,4,2,11,3,5,1
49,Yes,Non-Travel,579,Human Resources,3,2,2,Female,1,3,Manufacturing Director,1,Married,2,No,14,4,3,3,27,2,3,14,12,6,7
21,No,Travel_Frequently,1188,Hardware,6,2,3,Female,2,2,Research Scientist,3,Single,5,No,12,3,1,4,18,6,4,4,1,3,3
22,Yes,Non-Travel,343,Hardware,50,1,3,Male,4,4,Research Scientist,4,Single,6,No,20,4,3,1,23,3,2,8,6,4,4
55,Yes,Travel_Rarely,1184,Research & Development,37,4,2,Female,3,3,Research Director,2,Divorced,5,Yes,42,4,3,4,26,1,2,18,13,7,3
45,Yes,Travel_Rarely,725,Support,5,4,2,Male,3,4,Research Scientist,4,Divorced,5,No,8,3,4,1,38,4,1,31,2,22,27
54,Yes,Non-Travel,358,Software,14,2,2,Male,1,2,Sales Executive,2,Single,4,No,47,2,2,4,9,4,2,5,2,4,5
31,Yes,Non-Travel,296,Hardware,24,1,3,Female,4,5,Sales Executive,3,Divorced,5,No,4,4,1,4,1,4,2,1,1,1,1
36,Yes,Non-Travel,128,Hardware,19,4,4,Male,3,3,Research Scientist,4,Divorced,1,No,41,4,4,3,24,6,1,21,13,10,14
25,No,Travel_Rarely,349,Software,49,2,4,Male,3,5,Human Resources,3,Married,8,Yes,9,2,2,2,37,6,4,16,10,1,2
18,No,Travel_Rarely,854,Human Resources,27,3,4,Female,2,2,Sales Executive,4,Single,0,Yes,26,3,2,1,29,2,3,16,5,3,13
35,No,Travel_Rarely,1495,Research & Development,5,1,4,Male,2,4,Sales Representative,3,Divorced,8,Yes,35,3,2,4,18,1,3,18,2,13,17
29,No,Travel_Frequently,1138,Research & Development,30,1,4,Female,3,4,Healthcare Representative,2,Married,5,No,16,1,2,2,13,1,3,8,3,3,7
53,Yes,Travel_Rarely,1230,Research & Development,25,5,4,Female,3,3,Manufacturing Director,2,Single,6,No,40,3,4,3,15,2,4,2,1,2,2
20,No,Non-Travel,760,Support,26,2,1,Male,2,1,Developer,3,Married,6,No,8,2,4,2,11,5,4,2,1,1,2
56,No,Travel_Frequently,350,Human Resources,8,5,3,Female,1,1,Developer,1,Divorced,3,No,38,3,3,3,29,5,2,18,4,14,15
18,Yes,Travel_Rarely,907,Hardware,49,4,1,Female,2,4,Laboratory Technician,3,Single,0,Yes,33,1,3,3,7,4,1,2,1,1,1
52,Yes,Travel_Rarely,1146,Support,38,1,2,Female,4,5,Healthcare Representative,4,Married,2,Yes,44,3,1,2,18,2,2,16,5,7,9
32,Yes,Travel_Frequently,1300,Hardware,45,5,4,Female,1,5,Human Resources,3,Divorced,7,Yes,20,2,2,3,5,3,1,3,2,1,2
18,No,Travel_Frequently,339,Research & Development,19,2,3,Male,1,3,Human Resources,3,Single,6,No,48,2,3,1,11,2,3,4,3,1,2
23,Yes,Travel_Frequently,1182,Support,34,5,1,Female,4,5,Sales Representative,2,Single,8,No,45,2,1,2,33,1,4,24,19,17,17
58,No,Non-Travel,1036,Software,10,4,1,Male,3,4,Research Director,1,Single,2,No,15,1,1,1,11,4,1,5,3,4,2
35,Yes,Travel_Rarely,255,Software,17,3,1,Female,2,1,Sales Representative,2,Single,0,Yes,8,3,2,3,16,5,3,14,9,9,6
22,Yes,Travel_Frequently,1125,Software,49,5,2,Female,4,5,Sales Executive,1,Married,8,Yes,21,2,1,4,10,4,3,5,5,2,5
41,No,Non-Travel,255,Research & Development,28,3,3,Female,1,2,Sales Executive,3,Divorced,2,Yes,1,1,2,3,8,2,2,4,2,1,2
59,No,Travel_Rarely,1298,Software,35,3,1,Male,3,5,Developer,1,Divorced,2,Yes,47,2,3,4,16,1,2,2,2,1,2
50,No,Travel_Frequently,1129,Hardware,9,2,1,Male,1,4,Research Director,3,Divorced,5,Yes,12,4,1,2,5,4,4,3,2,3,2
44,Yes,Travel_Rarely,639,Software,3,5,4,Female,2,1,Laboratory Technician,2,Divorced,2,No,17,2,1,3,31,1,2,24,11,13,20
27,Yes,Travel_Rarely,206,Sales,43,5,3,Female,1,2,Sales Representative,3,Single,0,Yes,26,2,2,2,25,3,2,4,2,2,4
52,Yes,Travel_Frequently,1243,Hardware,12,2,2,Male,3,1,Laboratory Technician,1,Divorced,2,No,39,1,4,4,37,3,2,3,3,2,2
38,No,Travel_Frequently,258,Software,41,1,4,Male,2,3,Research Scientist,2,Married,2,No,38,3,3,3,27,5,3,11,8,4,5
60,Yes,Non-Travel,310,Support,7,1,3,Male,4,3,Developer,2,Married,2,Yes,36,2,4,4,20,4,2,3,1,2,2
32,No,Travel_Rarely,490,Sales,49,2,3,Female,3,2,Manufacturing Director,4,Divorced,5,Yes,2,3,4,4,17,2,3,8,2,8,6
33,Yes,Non-Travel,297,Sales,25,1,1,Male,1,4,Research Scientist,2,Divorced,8,No,20,4,3,2,24,4,1,21,3,12,18
43,No,Non-Travel,889,Support,47,2,3,Male,4,5,Manager,1,Divorced,1,No,10,1,2,3,11,3,4,5,4,1,1
20,No,Travel_Rarely,841,Sales,6,2,1,Female,3,5,Manufacturing Director,1,Married,2,Yes,20,2,3,1,16,6,2,1,1,1,1
30,No,Non-Travel,277,Sales,22,4,1,Female,1,4,Sales Executive,3,Divorced,0,Yes,19,4,3,4,23,6,3,6,5,1,1
30,No,Non-Travel,958,Sales,46,2,3,Male,1,3,Laboratory Technician,4,Single,6,No,30,4,3,4,7,3,1,4,2,3,2
25,No,Travel_Frequently,979,Support,16,3,1,Female,3,2,Research Director,4,Divorced,1,No,18,1,4,3,40,3,4,4,1,1,4
41,No,Non-Travel,1135,Software,18,4,3,Male,3,2,Laboratory Technician,2,Single,5,Yes,22,4,4,4,31,4,2,4,4,4,4
36,Yes,Travel_Rarely,1148,Software,14,5,2,Female,2,3,Manufacturing Director,1,Single,1,Yes,39,1,1,1,30,1,3,20,9,5,11
34,Yes,Travel_Frequently,894,Hardware,43,5,1,Female,1,1,Research Scientist,4,Single,5,Yes,17,4,2,3,8,5,1,2,2,1,1
26,No,Non-Travel,976,Support,35,5,1,Female,1,5,Sales Executive,2,Married,0,No,39,3,2,2,30,1,2,22,4,7,4
54,No,Travel_Rarely,375,Human Resources,47,5,4,Male,4,4,Research Director,4,Married,7,Yes,29,2,4,3,27,4,4,19,2,9,13
41,Yes,Non-Travel,329,Human Resources,27,3,2,Female,1,3,Manager,1,Single,8,No,17,1,4,4,21,3,2,2,2,1,1
51,No,Travel_Rarely,799,Software,9,2,1,Female,4,3,Research Director,1,Divorced,8,No,46,2,2,1,33,6,3,20,15,20,11
27,No,Travel_Rarely,723,Hardware,48,5,2,Female,4,1,Manager,1,Married,7,No,20,2,4,1,27,5,1,3,3,3,1
22,No,Non-Travel,456,Human Resources,22,1,2,Male,1,5,Manufacturing Director,1,Single,6,No,4,4,2,1,11,4,1,1,1,1,1
19,No,Travel_Rarely,1088,Sales,6,2,4,Male,4,1,Research Director,1,Single,0,No,40,1,3,4,33,4,2,13,6,2,8
